starttime,close,high,interval,low,open,quotevolume,symbol,tradenum,volume,vrb_bb_upper,vrb_bb_lower,st_line,st_dir,st_up,st_dn
2023-11-20 20:00:00,37448.78,37605.76,4h,37271.1,37569.23,148485322.1876532,BTCUSDT,212942,3963.54729,37803.951924518304,35665.22224214836,37651.64332326963,1,37651.64332326963,36325.86282313058
2023-11-21 00:00:00,37464.86,37649.44,4h,37304.72,37448.79,141324544.2678535,BTCUSDT,188377,3770.22936,37896.00456493889,35654.90876839444,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-21 04:00:00,37279.91,37480.17,4h,37241.25,37464.86,94059327.5971981,BTCUSDT,128223,2518.10147,37930.29305116343,35707.299448836566,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-21 08:00:00,37174.97,37418.0,4h,37150.0,37279.91,107444845.2738372,BTCUSDT,134504,2879.73137,37952.07632288713,35752.36117711287,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-21 12:00:00,36975.04,37229.97,4h,36250.0,37174.97,571976048.2749333,BTCUSDT,500954,15562.92218,37908.05953649739,35873.89796350261,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-21 16:00:00,36980.0,37500.0,4h,36580.0,36975.03,427329907.9547867,BTCUSDT,529623,11546.8478,37891.84516153516,35944.91233846485,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-21 20:00:00,35741.65,37170.0,4h,35735.0,36979.99,414612822.6132458,BTCUSDT,455214,11368.71586,38011.56424177068,35752.50409156267,37651.64332326963,1,37651.64332326963,36328.41293197404
2023-11-22 00:00:00,36380.0,36380.0,4h,35632.01,35741.65,289522605.4513476,BTCUSDT,254733,8021.60838,38010.94907643178,35753.80175690156,37500.60409738411,1,37500.60409738411,34621.045902615886
2023-11-22 04:00:00,36439.81,36558.87,4h,36325.44,36379.99,170190229.2337222,BTCUSDT,176658,4670.23906,38009.515619491896,35757.12271384144,37500.60409738411,1,37500.60409738411,35025.6671074851
2023-11-22 08:00:00,36463.93,36773.53,4h,36391.03,36439.8,171097624.5678576,BTCUSDT,210077,4677.7764,38005.66624024968,35766.06625975032,37500.60409738411,1,37500.60409738411,35130.21100211084
2023-11-22 12:00:00,36481.14,36650.0,4h,36239.2,36463.94,241570656.80744207,BTCUSDT,278280,6621.28988,38011.1328415345,35745.34799179884,37500.60409738411,1,37500.60409738411,35212.2262020053
2023-11-22 16:00:00,37289.98,37431.21,4h,36372.58,36481.15,373258536.9578512,BTCUSDT,382300,10097.37881,38049.6505682567,35757.7369317433,37500.60409738411,1,37500.60409738411,35465.83564190503
2023-11-22 20:00:00,37408.34,37861.1,4h,37214.81,37289.98,411501369.4091273,BTCUSDT,346326,10963.01444,38097.3871424072,35780.0203575928,37500.60409738411,1,37500.60409738411,35967.87285980979
2023-11-23 00:00:00,37299.69,37535.1,4h,37240.0,37408.35,155328951.6277782,BTCUSDT,166641,4156.03807,38122.01042714985,35820.27873951682,37500.60409738411,1,37500.60409738411,36011.91346681929
2023-11-23 04:00:00,37369.21,37411.59,4h,37267.07,37299.7,99246597.9434544,BTCUSDT,115149,2658.47303,38154.16872094416,35851.26294572251,37500.60409738411,1,37500.60409738411,36040.33554347833
2023-11-23 08:00:00,37370.0,37653.44,4h,37159.95,37369.22,208537426.8671797,BTCUSDT,188897,5573.62407,38169.32387671562,35912.472789951054,37500.60409738411,1,37500.60409738411,36139.97901630441
2023-11-23 12:00:00,36951.34,37530.0,4h,36870.0,37370.0,214469111.6575016,BTCUSDT,227310,5765.71549,38159.43358787429,35954.28557879237,37500.60409738411,1,37500.60409738411,36139.97901630441
2023-11-23 16:00:00,37281.42,37350.0,4h,36917.0,36951.34,128373304.5211418,BTCUSDT,177009,3452.87271,38177.31503839575,35964.10829493759,37500.60409738411,1,37500.60409738411,36139.97901630441
2023-11-23 20:00:00,37294.28,37385.0,4h,37203.65,37281.42,82871256.2370916,BTCUSDT,117278,2221.20545,38170.59792082546,35965.36041250787,37500.60409738411,1,37500.60409738411,36139.97901630441
2023-11-24 00:00:00,37315.65,37494.57,4h,37251.51,37294.27,92002831.7604547,BTCUSDT,126720,2460.68333,38185.755582392,35966.978584274664,37500.60409738411,1,37500.60409738411,36139.97901630441
2023-11-24 04:00:00,37522.99,37567.99,4h,37300.39,37315.64,101638165.5115177,BTCUSDT,105570,2717.47733,38216.904299981594,35959.039866685074,36230.464779989794,-1,37500.60409738411,36230.464779989794
2023-11-24 08:00:00,37741.99,38035.46,4h,37423.9,37522.99,418898357.4371745,BTCUSDT,325961,11102.76664,38287.953454537535,35937.531545462465,36442.8525409903,-1,38822.127459009695,36442.8525409903
2023-11-24 12:00:00,38221.11,38414.0,4h,37600.0,37741.99,495994983.1615175,BTCUSDT,359326,13063.06947,38433.994094788504,35854.78257187815,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-24 16:00:00,37766.11,38349.0,4h,37550.32,38221.1,434352357.7211866,BTCUSDT,314828,11475.45047,38462.67586338014,35842.5074699532,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-24 20:00:00,37713.57,37943.6,4h,37580.0,37766.11,145829032.4872971,BTCUSDT,147009,3861.35922,38495.79062860777,35831.45853805889,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-25 00:00:00,37798.0,37839.44,4h,37676.03,37713.57,89652075.0263377,BTCUSDT,106405,2373.98986,38539.3538848742,35815.65694845913,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-25 04:00:00,37802.4,37826.99,4h,37720.0,37797.99,55705971.2068625,BTCUSDT,88175,1474.49322,38595.925071052145,35802.62659561452,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-25 08:00:00,37652.51,37828.93,4h,37591.1,37802.4,87155544.6916161,BTCUSDT,110951,2311.89117,38633.91568161078,35804.430985055886,36719.63641394079,-1,38822.127459009695,36719.63641394079
2023-11-25 12:00:00,37704.38,37734.99,4h,37620.0,37652.51,67173203.3697345,BTCUSDT,97726,1782.5378,38678.3772670718,35820.7477329282,36719.63641394079,-1,38789.076961733204,36719.63641394079
2023-11-25 16:00:00,37819.43,37835.39,4h,37699.99,37704.38,61278267.9165108,BTCUSDT,81386,1622.06417,38733.508355591715,35835.569144408284,36719.63641394079,-1,38789.076961733204,36719.63641394079
2023-11-25 20:00:00,37780.67,37888.0,4h,37711.76,37819.43,69200189.5499133,BTCUSDT,84805,1831.16842,38593.661820025285,36145.33401330805,36756.98884203579,-1,38789.076961733204,36756.98884203579
2023-11-26 00:00:00,37730.38,37784.63,4h,37662.18,37780.67,51969756.1225269,BTCUSDT,80526,1377.5552,38547.24971808003,36304.27778191997,36756.98884203579,-1,38760.262850066,36756.98884203579
2023-11-26 04:00:00,37789.78,37793.67,4h,37694.48,37730.39,49001972.0726952,BTCUSDT,69686,1297.87233,38491.621940038494,36472.403059961514,36789.2440424373,-1,38730.915957562705,36789.2440424373
2023-11-26 08:00:00,37679.31,37814.63,4h,37666.8,37789.77,66306790.1689655,BTCUSDT,95569,1757.13236,38394.91802963521,36670.38863703144,36789.2440424373,-1,38687.21840968457,36789.2440424373
2023-11-26 12:00:00,37437.11,37679.31,4h,37287.0,37679.3,264302812.8641697,BTCUSDT,244430,7053.17203,38241.83124208492,36903.13959124842,36789.2440424373,-1,38529.85473920034,36789.2440424373
2023-11-26 16:00:00,37380.07,37500.2,4h,37150.0,37437.11,194810953.4248694,BTCUSDT,184277,5225.6127,38237.14285066488,36915.33548266845,36789.2440424373,-1,38347.33850224032,36789.2440424373
2023-11-26 20:00:00,37447.43,37748.0,4h,37320.3,37380.07,170928908.9361724,BTCUSDT,173532,4553.19261,38236.46999777818,36919.26583555515,36789.2440424373,-1,38324.08507712831,36789.2440424373
2023-11-27 00:00:00,37309.25,37569.23,4h,37200.0,37447.42,116873446.5840363,BTCUSDT,145238,3126.25061,38235.83329279259,36920.69920720741,36789.2440424373,-1,38281.15782327189,36789.2440424373
2023-11-27 04:00:00,37283.19,37419.56,4h,37051.0,37309.26,115582237.7310966,BTCUSDT,160570,3100.46613,38240.72053555525,36908.643631111416,36789.2440424373,-1,38161.0634321083,36789.2440424373
2023-11-27 08:00:00,37035.95,37466.0,4h,36900.0,37283.2,242793196.4692664,BTCUSDT,235793,6528.86513,38272.85014117717,36848.676525489485,36789.2440424373,-1,38049.16226050288,36789.2440424373
2023-11-27 12:00:00,36751.02,37100.0,4h,36715.0,37035.95,299870892.7291124,BTCUSDT,288243,8123.63363,38314.43070759498,36790.40262573835,37816.953397477744,1,37816.953397477744,36789.2440424373
2023-11-27 16:00:00,36877.0,37143.43,4h,36707.0,36751.01,210773304.5666645,BTCUSDT,240082,5701.39398,38359.316275411824,36711.815391254844,37725.94947760385,1,37725.94947760385,35902.07052239614
2023-11-27 20:00:00,37242.7,37284.0,4h,36792.51,36877.0,126664357.196616,BTCUSDT,168091,3420.46428,38361.49323533161,36705.34009800172,37725.94947760385,1,37725.94947760385,36092.93999627634
2023-11-28 00:00:00,37129.56,37343.57,4h,37102.47,37242.7,95290493.5910061,BTCUSDT,123171,2560.73388,38371.51130679517,36679.81452653817,37725.94947760385,1,37725.94947760385,36236.45199646252
2023-11-28 04:00:00,37105.11,37152.31,4h,36868.41,37129.55,147104121.7476135,BTCUSDT,169847,3974.8824,38379.81385837894,36636.68864162106,37725.94947760385,1,37725.94947760385,36236.45199646252
2023-11-28 08:00:00,37251.42,37262.02,4h,36931.1,37105.11,125159346.2104813,BTCUSDT,154514,3375.56303,38359.56778964432,36616.053877022336,37725.94947760385,1,37725.94947760385,36274.55778930743
2023-11-28 12:00:00,37513.19,37568.28,4h,37142.81,37251.43,199177519.0600588,BTCUSDT,232919,5331.32867,38242.31470592932,36674.31362740402,37725.94947760385,1,37725.94947760385,36451.79639984205
2023-11-28 16:00:00,38114.26,38377.0,4h,37513.19,37513.2,598475772.2219794,BTCUSDT,406689,15744.36369,38309.90965008685,36635.73118324648,36764.44757984996,-1,37725.94947760385,36764.44757984996
2023-11-28 20:00:00,37818.87,38284.66,4h,37670.97,38114.26,249152998.85120648,BTCUSDT,185639,6557.595,38323.78290131355,36630.632932019784,36888.51920085746,-1,39044.610799142545,36888.51920085746
2023-11-29 00:00:00,37940.49,38093.72,4h,37677.96,37818.88,186168828.45975593,BTCUSDT,146074,4909.94962,38346.605108550495,36619.6848914495,36888.51920085746,-1,38937.26900918542,36888.51920085746
2023-11-29 04:00:00,38096.69,38235.36,4h,37871.1,37940.49,144660996.0447662,BTCUSDT,121256,3802.01892,38398.796015683845,36592.01815098282,36970.92544127385,-1,38937.26900918542,36970.92544127385
2023-11-29 08:00:00,38104.65,38450.0,4h,37878.17,38096.7,311917547.5155576,BTCUSDT,257727,8172.68572,38465.10195925851,36563.390540741486,37103.19966921016,-1,38937.26900918542,37103.19966921016
2023-11-29 12:00:00,37830.75,38280.0,4h,37570.0,38104.65,322648634.1786735,BTCUSDT,280074,8504.6664,38479.00432458706,36560.01900874627,37103.19966921016,-1,38937.26900918542,37103.19966921016
2023-11-29 16:00:00,37874.2,37932.77,4h,37650.0,37830.74,155737743.6714945,BTCUSDT,185688,4122.44625,38486.12267714329,36557.46482285672,37103.19966921016,-1,38836.19709853783,37103.19966921016
2023-11-29 20:00:00,37854.64,37884.72,4h,37580.85,37874.19,131452755.7923424,BTCUSDT,140534,3482.42416,38495.06616122519,36554.68550544147,37103.19966921016,-1,38804.33499361094,37103.19966921016
2023-11-30 00:00:00,38051.84,38051.84,4h,37686.84,37854.65,116922542.826988,BTCUSDT,137717,3089.37694,38539.00249050262,36537.53750949737,37103.19966921016,-1,38804.33499361094,37103.19966921016
2023-11-30 04:00:00,37792.98,38145.85,4h,37767.11,38051.84,188618430.3071878,BTCUSDT,172066,4973.86237,38539.346516754085,36537.46014991257,37103.19966921016,-1,38804.33499361094,37103.19966921016
2023-11-30 08:00:00,37885.15,37905.26,4h,37553.6,37792.98,160319371.0308204,BTCUSDT,176586,4251.2581,38560.67017057609,36533.28982942391,37103.19966921016,-1,38786.84111764718,37103.19966921016
2023-11-30 12:00:00,37619.84,37966.94,4h,37500.0,37885.15,270662243.325457,BTCUSDT,265529,7175.66836,38567.235986401414,36541.951513598586,37103.19966921016,-1,38725.84256176481,37103.19966921016
2023-11-30 16:00:00,37749.34,37807.37,4h,37535.0,37619.85,114302750.0817835,BTCUSDT,148258,3031.87293,38582.85184401152,36557.10815598847,37103.19966921016,-1,38644.88268367657,37103.19966921016
2023-11-30 20:00:00,37723.96,37809.99,4h,37604.0,37749.34,83665721.3885774,BTCUSDT,107635,2218.25277,38595.0813854153,36567.92278125136,37103.19966921016,-1,38644.88268367657,37103.19966921016
2023-12-01 00:00:00,38043.05,38082.42,4h,37615.86,37723.97,186943766.72871032,BTCUSDT,185371,4933.88554,38640.5096581061,36583.64450856056,37103.19966921016,-1,38644.88268367657,37103.19966921016
2023-12-01 04:00:00,38244.08,38348.0,4h,38022.67,38043.04,267826912.1875582,BTCUSDT,227518,7011.86412,38712.06898755992,36592.15934577341,37175.2895490828,-1,38644.88268367657,37175.2895490828
2023-12-01 08:00:00,38580.17,38833.0,4h,38215.0,38244.08,437817253.87514096,BTCUSDT,328186,11354.6813,38822.37429422144,36610.53903911189,37399.83857162866,-1,38644.88268367657,37399.83857162866
2023-12-01 12:00:00,38413.5,38629.65,4h,38219.0,38580.17,253272265.300981,BTCUSDT,254287,6597.90033,38823.44853670764,36748.00479662568,37489.32864304722,-1,38644.88268367657,37489.32864304722
2023-12-01 16:00:00,38762.4,38999.0,4h,38395.0,38413.51,383651888.24293846,BTCUSDT,362557,9900.23568,38899.49341465192,36829.07658534807,37534.87146089486,-1,38644.88268367657,37534.87146089486
2023-12-01 20:00:00,38682.52,38900.0,4h,38645.0,38762.4,140238691.2886524,BTCUSDT,165498,3617.09627,38983.94566430702,36864.609335692985,37700.068387850115,-1,39744.85161214988,37700.068387850115
2023-12-02 00:00:00,38782.27,38795.05,4h,38641.61,38682.51,86597636.9357779,BTCUSDT,117796,2236.42755,39051.67318278555,36934.60765054779,37733.69171845761,-1,39731.098281542385,37733.69171845761
2023-12-02 04:00:00,38702.48,38826.94,4h,38702.47,38782.27,79042845.9370306,BTCUSDT,123698,2038.73396,39068.89171038721,37050.503289612796,37771.66463253473,-1,39713.08536746527,37771.66463253473
2023-12-02 08:00:00,38740.16,38789.52,4h,38651.1,38702.48,82973465.5197875,BTCUSDT,121493,2142.02023,39093.77314145086,37149.68352521582,37788.783150908006,-1,39653.85684909201,37788.783150908006
2023-12-02 12:00:00,38811.75,38869.36,4h,38708.64,38740.17,125371484.9859301,BTCUSDT,150224,3232.54427,39152.63026263149,37199.03973736851,37870.3577433626,-1,39653.85684909201,37870.3577433626
2023-12-02 16:00:00,39420.0,39705.0,4h,38703.44,38811.76,404509648.44313663,BTCUSDT,330808,10333.55099,39386.85344500605,37073.62822166063,38088.28885619447,-1,39653.85684909201,38088.28885619447
2023-12-02 20:00:00,39450.35,39717.14,4h,39286.54,39419.99,264926894.9444025,BTCUSDT,190671,6713.64461,39583.70562020491,37012.732713128426,38450.62191338475,-1,39653.85684909201,38450.62191338475
2023-12-03 00:00:00,39381.11,39555.53,4h,39274.86,39450.35,129490760.1666938,BTCUSDT,126459,3283.21647,39737.378333457425,36979.11166654258,38461.3635677155,-1,39653.85684909201,38461.3635677155
2023-12-03 04:00:00,39478.72,39490.0,4h,39315.39,39381.12,83944056.8184626,BTCUSDT,108270,2130.05497,39895.83373516773,36935.82543149893,38496.424139329734,-1,39653.85684909201,38496.424139329734
2023-12-03 08:00:00,39479.7,39544.0,4h,39400.0,39478.71,82734390.0298758,BTCUSDT,129132,2096.23661,40034.98895046153,36911.257716205146,38592.124182363244,-1,39653.85684909201,38592.124182363244
2023-12-03 12:00:00,39760.42,39805.93,4h,39381.34,39479.69,223729337.05810592,BTCUSDT,292937,5648.4296,40203.70987798779,36903.34262201221,38700.13047324508,-1,39653.85684909201,38700.13047324508
2023-12-03 16:00:00,39565.99,39841.1,4h,39430.01,39760.42,162367230.2360164,BTCUSDT,198487,4098.19535,40308.89736115282,36939.13763884717,38735.80369958283,-1,40590.606300417174,38735.80369958283
2023-12-03 20:00:00,39972.26,40250.0,4h,39552.98,39565.99,377594866.7402899,BTCUSDT,296239,9454.52035,40475.596546013636,36948.90678731969,38776.369514603684,-1,40590.606300417174,38776.369514603684
2023-12-04 00:00:00,40709.77,40884.98,4h,39972.26,39972.26,478179047.93627566,BTCUSDT,365603,11807.31888,40812.52974550985,36833.46775449015,39195.0820388735,-1,40590.606300417174,39195.0820388735
2023-12-04 04:00:00,41441.1,41750.0,4h,40700.0,40709.77,605628020.5569416,BTCUSDT,371212,14673.24426,41282.06943708309,36667.9380629169,39785.68293692983,-1,42365.18706307017,39785.68293692983
2023-12-04 08:00:00,41596.01,42154.83,4h,41349.43,41441.1,801225789.5562378,BTCUSDT,454972,19218.60165,41708.9236581607,36550.32217517264,40250.69029008334,-1,42365.18706307017,40250.69029008334
2023-12-04 12:00:00,41270.33,41914.16,4h,41144.87,41596.01,600923524.142647,BTCUSDT,374525,14452.61587,41947.806597204915,36615.64673612842,40250.69029008334,-1,42365.18706307017,40250.69029008334
2023-12-04 16:00:00,41987.28,42049.97,4h,41179.55,41270.32,371895530.0318123,BTCUSDT,278098,8928.03794,42323.24108158307,36593.37391841693,40250.69029008334,-1,42365.18706307017,40250.69029008334
2023-12-04 20:00:00,41991.1,42420.0,4h,41717.64,41987.29,427884931.9169665,BTCUSDT,267809,10192.51199,42618.977652937116,36653.23234706289,40632.9711018352,-1,42365.18706307017,40632.9711018352
2023-12-05 00:00:00,41829.99,41991.1,4h,41622.21,41991.1,232671145.3047917,BTCUSDT,258142,5569.22291,42849.12710180575,36738.66123152759,40632.9711018352,-1,42365.18706307017,40632.9711018352
2023-12-05 04:00:00,41528.0,41919.08,4h,41414.0,41829.98,270825002.5423243,BTCUSDT,257190,6502.11306,42992.592372847495,36868.85596048584,40632.9711018352,-1,42365.18706307017,40632.9711018352
2023-12-05 08:00:00,41726.09,41758.77,4h,41420.0,41528.0,219932287.7392724,BTCUSDT,223295,5282.22923,43165.360446152765,36958.24788718057,40632.9711018352,-1,42365.18706307017,40632.9711018352
2023-12-05 12:00:00,42268.29,42497.0,4h,41694.0,41726.09,467139089.23199105,BTCUSDT,322689,11103.57913,43389.62079628496,37055.22003704838,40632.9711018352,-1,42365.18706307017,40632.9711018352
2023-12-05 16:00:00,43814.36,44100.0,4h,42133.66,42268.28,1109235091.5531669,BTCUSDT,672453,25610.5034,43976.7877534633,36889.04974653671,41268.63666864626,-1,42365.18706307017,41268.63666864626
2023-12-05 20:00:00,44073.32,44488.0,4h,43395.99,43814.37,590402773.1185805,BTCUSDT,338931,13423.09871,44517.194255857044,36797.87657747629,42188.57208521395,-1,45699.107914786044,42188.57208521395
2023-12-06 00:00:00,43736.06,44146.08,4h,43565.62,44073.82,366287589.6859333,BTCUSDT,279202,8344.08213,44886.747553129455,36841.13911353722,42188.57208521395,-1,45664.94101904675,42188.57208521395
2023-12-06 04:00:00,43688.87,43857.13,4h,43444.0,43736.06,301475680.4510637,BTCUSDT,313156,6907.08616,45167.40174146546,36976.017425201215,42188.57208521395,-1,45397.68071809441,42188.57208521395
2023-12-06 08:00:00,43839.21,44297.21,4h,43335.28,43688.87,527012851.5311093,BTCUSDT,424199,12015.24809,45415.93259884597,37152.40740115403,42188.57208521395,-1,45397.68071809441,42188.57208521395
2023-12-06 12:00:00,43785.2,44279.98,4h,43721.73,43839.22,494945714.1479535,BTCUSDT,417392,11241.1126,45595.068953213166,37387.725213453494,42237.168739419794,-1,45387.24126058021,42237.168739419794
2023-12-06 16:00:00,43984.71,44146.71,4h,43730.47,43785.2,315034046.9423194,BTCUSDT,245021,7167.73459,45818.69062967562,37544.49603699104,42333.8053024488,-1,45387.24126058021,42333.8053024488
2023-12-06 20:00:00,43762.69,44071.0,4h,43600.78,43984.71,252223622.8364255,BTCUSDT,197312,5755.84135,45953.36116953586,37769.18716379746,42339.05228732636,-1,45387.24126058021,42339.05228732636
2023-12-07 00:00:00,43926.84,43999.84,4h,43710.0,43762.69,124890084.7486935,BTCUSDT,126944,2845.29665,46054.44857666259,38046.910590004074,42341.70842296005,-1,45347.82157703995,42341.70842296005
2023-12-07 04:00:00,43884.01,44047.33,4h,43838.19,43926.85,179640017.5793177,BTCUSDT,150647,4086.82628,46103.62964588249,38364.83702078417,42465.74300181205,-1,45345.106998187955,42465.74300181205
2023-12-07 08:00:00,43188.03,43896.48,4h,42821.1,43884.01,617424063.4619135,BTCUSDT,391186,14235.78276,46005.9312244357,38771.56294223096,42465.74300181205,-1,45095.11239827856,42465.74300181205
2023-12-07 12:00:00,43659.99,43925.0,4h,42955.0,43188.03,418260089.54108286,BTCUSDT,294875,9633.99747,45948.41650294185,39154.04183039148,42465.74300181205,-1,45034.93677836462,42465.74300181205
2023-12-07 16:00:00,43203.58,43755.26,4h,43058.42,43659.99,440983646.66555834,BTCUSDT,282085,10159.41241,45733.86538363852,39671.725449694815,42465.74300181205,-1,45034.93677836462,42465.74300181205
2023-12-07 20:00:00,43273.14,43456.06,4h,43079.98,43203.57,265747949.88707873,BTCUSDT,169022,6141.95288,45525.89515498406,40154.76901168261,42465.74300181205,-1,44830.58752997407,42465.74300181205
2023-12-08 00:00:00,43366.01,43524.99,4h,43261.1,43273.15,195522056.2718639,BTCUSDT,134275,4504.95753,45405.70741708856,40496.31008291144,42465.74300181205,-1,44830.58752997407,42465.74300181205
2023-12-08 04:00:00,43166.01,43550.0,4h,43117.38,43366.0,296277958.8566102,BTCUSDT,173419,6833.16986,45349.163503462485,40696.59649653751,42465.74300181205,-1,44782.257633301604,42465.74300181205
2023-12-08 08:00:00,43653.82,43729.73,4h,43081.1,43166.01,297009886.7764773,BTCUSDT,195089,6857.83835,45331.03460820808,40886.20955845859,42465.74300181205,-1,44782.257633301604,42465.74300181205
2023-12-08 12:00:00,43760.94,44030.16,4h,43453.02,43653.82,423390538.1950571,BTCUSDT,333979,9677.14869,45237.88276362995,41186.91223637005,42465.74300181205,-1,44782.257633301604,42465.74300181205
2023-12-08 16:00:00,43945.11,43970.0,4h,43638.68,43760.94,257302676.32125393,BTCUSDT,207093,5870.37306,45245.88187181921,41342.06562818078,42465.74300181205,-1,44782.257633301604,42465.74300181205
2023-12-08 20:00:00,44170.99,44700.0,4h,43945.11,43945.12,406078639.02564806,BTCUSDT,267413,9156.88807,45260.07128795765,41509.53371204234,42571.22464147189,-1,44782.257633301604,42571.22464147189
2023-12-09 00:00:00,44139.38,44281.23,4h,44043.61,44171.0,161199384.6427284,BTCUSDT,134043,3650.70918,45206.5701761969,41755.48399046975,42734.00815939829,-1,44782.257633301604,42734.00815939829
2023-12-09 04:00:00,44180.22,44358.02,4h,44093.82,44139.38,159282497.1871809,BTCUSDT,138568,3600.84041,45018.13051090333,42164.94198909667,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-09 08:00:00,43817.35,44191.58,4h,43720.0,44180.21,254430596.72327632,BTCUSDT,221258,5794.84719,44724.987021402136,42632.35714526453,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-09 12:00:00,44045.1,44136.52,4h,43741.52,43817.35,221107034.25250953,BTCUSDT,198363,5032.72519,44512.62011309873,42992.791553567935,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-09 16:00:00,43924.39,44082.19,4h,43877.34,44045.09,129113783.7426557,BTCUSDT,140566,2936.10136,44521.50526965429,42993.075563679035,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-09 20:00:00,43713.6,44084.55,4h,43584.51,43924.4,171353810.016483,BTCUSDT,154554,3910.74675,44488.69898804654,42995.90517862013,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 00:00:00,43845.32,43864.04,4h,43672.0,43713.59,107245471.6663905,BTCUSDT,103182,2450.32524,44495.00722911941,42998.70193754726,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 04:00:00,43966.44,44016.0,4h,43824.31,43845.32,95672357.8889239,BTCUSDT,118496,2178.97643,44513.78581837865,43003.05418162133,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 08:00:00,43738.02,44049.0,4h,43603.88,43966.44,166012599.8100947,BTCUSDT,167590,3795.09728,44508.4418052187,42999.965694781284,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 12:00:00,43903.73,43973.76,4h,43731.84,43738.03,144080757.1587314,BTCUSDT,172438,3286.21496,44516.96492014425,43001.32007985574,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 16:00:00,43797.1,43931.13,4h,43750.0,43903.74,112735086.5689142,BTCUSDT,115082,2572.46554,44500.350064118575,43002.30076921476,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-10 20:00:00,43789.51,44046.0,4h,43563.0,43797.1,204738889.4638988,BTCUSDT,153879,4673.53813,44501.6933336918,43003.19249964155,42798.45100142838,-1,44782.257633301604,42798.45100142838
2023-12-11 00:00:00,42309.58,43804.5,4h,40400.0,43789.5,802183005.6367805,BTCUSDT,521761,18908.6688,44718.122808148255,42651.99135851841,44563.66696424944,1,44563.66696424944,42798.45100142838
2023-12-11 04:00:00,42132.51,42321.03,4h,41620.0,42309.57,508424308.8478268,BTCUSDT,342098,12083.46157,44897.12213333497,42327.03369999837,43708.15511603696,1,43708.15511603696,40733.93488396303
2023-12-11 08:00:00,42344.01,42481.1,4h,41975.44,42132.52,332254106.7510093,BTCUSDT,248749,7859.82672,44996.60429370347,42157.21653962986,43708.15511603696,1,43708.15511603696,40767.342889764885
2023-12-11 12:00:00,41803.44,42390.32,4h,41655.18,42344.01,409969105.7547723,BTCUSDT,285110,9756.07667,45171.4976824708,41827.61065086254,43619.75300472337,1,43619.75300472337,40767.342889764885
2023-12-11 16:00:00,40779.99,41857.08,4h,40222.0,41803.43,850516380.8047156,BTCUSDT,471333,20686.60455,45551.45235152413,41245.69014847587,43041.890354487194,1,43041.890354487194,40767.342889764885
2023-12-11 20:00:00,41253.4,41349.97,4h,40554.0,40779.99,302193927.7163293,BTCUSDT,218091,7369.25973,45719.59961860448,40909.23121472886,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 00:00:00,41735.29,41938.8,4h,41178.28,41253.41,281151182.57404846,BTCUSDT,241213,6744.62632,45777.229068171015,40715.708431828985,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 04:00:00,41916.27,42068.91,4h,41376.19,41735.29,281437465.3887034,BTCUSDT,233697,6751.42919,45811.05509705233,40577.73740294766,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 08:00:00,41584.57,42104.12,4h,41545.54,41916.26,241876056.01062232,BTCUSDT,216074,5780.94254,45832.210764518444,40384.14423548155,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 12:00:00,41348.0,42070.23,4h,41161.1,41584.58,374991442.13769245,BTCUSDT,343668,9008.4306,45845.42754041497,40169.849126251705,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 16:00:00,41137.99,41457.35,4h,40680.0,41347.99,383846465.09055936,BTCUSDT,314266,9334.53079,45831.590761137486,39949.75923886252,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-12 20:00:00,41492.39,41555.0,4h,41042.08,41137.99,210658673.1359375,BTCUSDT,177493,5102.73829,45720.7367888836,39837.396544449744,42809.54933676284,1,42809.54933676284,40767.342889764885
2023-12-13 00:00:00,40829.36,41506.0,4h,40555.0,41492.38,300129485.321455,BTCUSDT,229917,7310.16225,45648.238826448585,39634.059506884754,42809.54933676284,1,42809.54933676284,40767.342889764885
